subject activity TimeBodyAccMean()-X TimeBodyAccMean()-Y TimeBodyAccMean()-Z TimeBodyAcc-std()-X TimeBodyAcc-std()-Y TimeBodyAcc-std()-Z TimeGravityAccMean()-X TimeGravityAccMean()-Y TimeGravityAccMean()-Z TimeGravityAcc-std()-X TimeGravityAcc-std()-Y TimeGravityAcc-std()-Z TimeBodyAccJerkMean()-X TimeBodyAccJerkMean()-Y TimeBodyAccJerkMean()-Z TimeBodyAccJerk-std()-X TimeBodyAccJerk-std()-Y TimeBodyAccJerk-std()-Z TimeBodyGyroMean()-X TimeBodyGyroMean()-Y TimeBodyGyroMean()-Z TimeBodyGyro-std()-X TimeBodyGyro-std()-Y TimeBodyGyro-std()-Z TimeBodyGyroJerkMean()-X TimeBodyGyroJerkMean()-Y TimeBodyGyroJerkMean()-Z TimeBodyGyroJerk-std()-X TimeBodyGyroJerk-std()-Y TimeBodyGyroJerk-std()-Z TimeBodyAccMagMean() TimeBodyAccMag-std() TimeGravityAccMagMean() TimeGravityAccMag-std() TimeBodyAccJerk_MagnitudeMean() TimeBodyAccJerk_Magnitude-std() TimeBodyfreqMean() TimeBodyfreq-std() TimeBodyGyroJerk_MagnitudeMean() TimeBodyGyroJerk_Magnitude-std() FrequencyBodyAccMean()-X FrequencyBodyAccMean()-Y FrequencyBodyAccMean()-Z FrequencyBodyAcc-std()-X FrequencyBodyAcc-std()-Y FrequencyBodyAcc-std()-Z FrequencyBodyAccMeanFreq()-X FrequencyBodyAccMeanFreq()-Y FrequencyBodyAccMeanFreq()-Z FrequencyBodyAccJerkMean()-X FrequencyBodyAccJerkMean()-Y FrequencyBodyAccJerkMean()-Z FrequencyBodyAccJerk-std()-X FrequencyBodyAccJerk-std()-Y FrequencyBodyAccJerk-std()-Z FrequencyBodyAccJerkMeanFreq()-X FrequencyBodyAccJerkMeanFreq()-Y FrequencyBodyAccJerkMeanFreq()-Z FrequencyBodyGyroMean()-X FrequencyBodyGyroMean()-Y FrequencyBodyGyroMean()-Z FrequencyBodyGyro-std()-X FrequencyBodyGyro-std()-Y FrequencyBodyGyro-std()-Z FrequencyBodyGyroMeanFreq()-X FrequencyBodyGyroMeanFreq()-Y FrequencyBodyGyroMeanFreq()-Z FrequencyBodyAccMagMean() FrequencyBodyAccMag-std() FrequencyBodyAccMagMeanFreq() FrequencyBodyBodyAccJerk_MagnitudeMean() FrequencyBodyBodyAccJerk_Magnitude-std() FrequencyBodyBodyAccJerk_MagnitudeMeanFreq() FrequencyBodyBodyfreqMean() FrequencyBodyBodyfreq-std() FrequencyBodyBodyfreqMeanFreq() FrequencyBodyBodyGyroJerk_MagnitudeMean() FrequencyBodyBodyGyroJerk_Magnitude-std() FrequencyBodyBodyGyroJerk_MagnitudeMeanFreq() NA
11 NA -0.0191272531933228 -0.108941761642405 -0.58947649779557 -0.490379346996835 -0.665324314227848 -0.612553586231013 -0.498195651446835 -0.653166999791139 -0.470541758804494 -0.329067436632405 -0.555051181424051 0.507589157667722 0.381515185556962 0.709453429620253 -0.546745603506646 -0.82183870778481 -0.905603043797468 -0.899169560537975 -0.664000408597152 -0.61546674394019 -0.643397210711709 -0.112632382253165 -0.0849786194683544 -0.230991927713275 -0.130179771248734 0.103368853406297 -0.0146051318170886 0.143632667494937 -0.0213716549013291 0.014859862429557 0.203238759380696 -0.0213708690941139 0.043059703049462 0.0122313887523101 0.0530747909361076 -0.0911715921677215 -0.210541169047563 0.00278705525886076 -0.0545862478780538 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.957138770727848 -0.956812000411392 -0.976401508702532 -0.957648977689873 -0.958476909841772 0.666119073509494 0.0359236066832278 0.141005639050633 0.746479457041139 0.0656269409810127 0.131722324177215 -0.129414660667025 0.487171844588608 -0.585431775379747 -0.956624848132911 -0.978391479905063 -0.960012730506329 -0.963136630632911 -0.685465690894937 -0.901494061102848 -0.423730049550316 -0.520692989306962 0.562213873725949 -0.603117809368987 0.643453951183544 -0.32109824604462 0.320490275850728 -0.366263325712411 0.430007110970886 -0.404070194274051 0.422692881876646 -0.440488254221519 0.454893043152215 9.5253711993671e-05 -0.218286543583861 0.126595478499051 0.0830134540658228
12 NA -0.018337204411489 -0.106649116775 -0.583962207065 -0.522040023435 -0.699293531365625 -0.613368757200625 -0.545491504041875 -0.704234186884375 -0.410079975391938 -0.305086800940625 -0.618252291449375 0.5120895829 0.378640087984813 0.63354799896875 -0.572795048652812 -0.8171896486 -0.91194764996875 -0.9218434819375 -0.67988949890625 -0.67564622308 -0.729741599584375 -0.097562542723125 -0.0882722758028125 -0.1062603179825 -0.130725506665 0.154562430197812 -0.065618629115 0.122884484280937 -0.0416706667115625 0.070652619435625 0.125574529696875 -0.0210160367833437 0.00808447278128125 0.0493367771765972 0.0183543787571875 -0.0947711891095938 -0.128058493534687 -0.271278503996875 0.0797941473284375 0.69922245131875 0.029976775735 0.0330295544910625 -0.96738343446875 -0.9605729084375 -0.9468085636875 -0.96821422871875 -0.96152602228125 -0.9478879808125 0.63853439275 0.0133108475726875 0.0358628690946562 0.71395549184375 0.0439906811385313 0.0218415880757669 -0.331900779715625 0.51433695096875 -0.68721519559375 -0.8713941403125 -0.9700984428125 -0.96477041525 -0.95177693884375 -0.782011666203125 -0.865487648734688 -0.78508062673625 -0.441095691239313 0.486818567766875 -0.531620346673437 0.5755250401 -0.2817785237125 0.266359086559687 -0.299051942070312 0.350996975627125 -0.408947583207281 0.4339226173415 -0.458388842061875 0.479746719845937 0.15050647612 -0.0878265971178125 0.1620018415375 0.070430311315625
13 NA -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.448816097853364 -0.587230562129052 -0.649847857647401 -0.462357631949541 -0.593588513895358 -0.494129249577982 -0.288709601924893 -0.581163451853211 0.516148540858104 0.36632507915948 0.545533073297859 -0.540566837427187 -0.854602793975535 -0.883344728165138 -0.847931425370031 -0.696128173366973 -0.594651965791131 -0.630954122356636 -0.0812983310917431 -0.0847419924954129 -0.114948504703364 -0.116474975340367 0.115634719241284 -0.0322968457125382 0.0761343748330887 -0.074185178643211 0.0648938643020489 0.146113815389144 -0.0725270158308257 -0.0150147978674924 0.0761504037422018 0.00803829983914373 -0.125352012545933 -0.0138155854840979 -0.190155707606972 0.155412659665443 0.709996516908257 -0.0420858101162079 0.0443010536786239 -0.967268063455658 -0.953540716850153 -0.938727880275229 -0.968063376391437 -0.954149091498471 -0.939697075718654 0.648658297954128 -0.0551690013357798 0.0486761245525994 0.724044518889908 -0.0290126958718654 0.0310714942922018 0.0155495775348318 0.45312162587156 -0.710095445657492 -0.772637564220183 -0.970350892477064 -0.956565509266055 -0.943865786330275 -0.603866557230887 -0.875130397027523 -0.706059874450153 -0.480581067585015 0.519306453520795 -0.557235032943119 0.59441304421156 -0.352016177684098 0.342053874348777 -0.375683265755291 0.426543323743119 -0.398940327646361 0.425778477700306 -0.451968059001768 0.474905192543119 0.287621311132416 0.0295513288874618 0.0750288070994801 0.0794393034550306
14 NA -0.0162548178510526 -0.100985935692074 -0.611671118216099 -0.374730765205077 -0.29354271467452 -0.645693876989474 -0.40204883105418 -0.322574643614241 -0.441637004092879 -0.227178624022105 -0.369147819326935 0.527576780182972 0.2941095647 0.383216655214551 -0.443227418594427 -0.847234912321981 -0.85667227120743 -0.568491715047678 -0.717554133157895 -0.556035858980805 -0.428048609191765 -0.0285057028693808 -0.0801001070993808 -0.0604045638811146 -0.151158924837988 0.046825776643839 0.0518547036321981 0.147428712402848 -0.0709038098780186 -0.0183939888476467 0.200404919742105 0.0233288206959752 -0.075468961826935 0.0265088388450155 0.0475520540473467 -0.01542648931613 -0.0614122898981424 -0.257710360158204 0.0473391719826625 0.672081224882353 -0.111701388781115 -0.161179728291022 -0.941245714736842 -0.942377305312693 -0.915927846160991 -0.941851317894737 -0.943991465027864 -0.917814817089783 0.620418882773994 -0.119902947528793 -0.150362266448916 0.679450024786997 -0.102189211920743 -0.181152512572755 0.330634172593808 0.332365096767802 -0.835308843962848 -0.525525644 -0.943574053170279 -0.948461783625387 -0.924420073591331 -0.416198637661053 -0.895842675744892 -0.875869678814241 -0.59741471252322 0.637229255201238 -0.676763780495356 0.716088746563467 -0.512873957343653 0.500078694117647 -0.51974646880805 0.55249399130031 -0.558841939405573 0.580435127458204 -0.60143474479257 0.618992771529412 0.390548751250774 0.183680219875851 -0.0027578273574613 0.0741757467665015
15 NA -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 -0.705706623868902 -0.586357074003659 -0.497626696257927 -0.705956270652439 -0.419304116073171 -0.322255664242866 -0.576563512179878 0.486169111495122 0.353736648456982 0.689414881006098 -0.544807644340244 -0.763841334589024 -0.891448011463415 -0.918068015304878 -0.653389762410366 -0.620813382649146 -0.717985736579573 -0.132027795246951 -0.133959958729573 -0.239040953642988 -0.0727046381530488 0.0528970124215244 0.00987918333597561 0.125789254745021 0.00157802124176829 0.0133141898106707 0.154844248018628 0.0212174653303963 0.0799262013285061 -0.0279989308447591 0.0561611157137195 -0.0455784466158537 -0.252262682184146 -0.0471929603792988 0.00308340336929878 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 -0.947240058048781 -0.969502496707317 -0.957122832286585 -0.948415141280488 0.627234995457317 0.0843258530738415 0.0404522286621951 0.703939770262195 0.113803674106707 0.026617619788528 -0.176426861919817 0.437718386859756 -0.563411485609756 -0.934969301890244 -0.971176947073171 -0.960177728896341 -0.952749455792683 -0.698774126890244 -0.862396268012195 -0.467453537720732 -0.527144167512195 0.565697029297866 -0.603766052289329 0.641411495597561 -0.344562701827744 0.335947558917988 -0.371666230358079 0.424939844168293 -0.472797055992988 0.492642023257012 -0.511885401799665 0.527847077021951 0.0454747767957317 -0.11033553657561 0.135591727429268 0.0776897411304878
16 NA -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386066 -0.680066570957104 -0.660971189773224 -0.60829310261694 -0.581814020420765 -0.341957179443716 -0.610279580295082 0.594926489266667 0.505770366404372 0.551504950581967 -0.615754788088251 -0.853206531410656 -0.9479066965847 -0.840819394371585 -0.705313738769863 -0.746004510191257 -0.643949672144535 -0.165228313152186 -0.210632770235519 -0.126177787084973 -0.107358773649071 0.0863696851562842 -0.0392335657872951 0.146348794787432 -0.0257635134496175 0.0213056030531148 0.142431072878962 -0.0246284895636612 -0.047176050303224 0.0748078522709164 -0.00819473078863388 -0.0565811094523497 -0.0582839969577049 -0.248864088613115 0.00311263326530055 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.945294028639344 -0.97171713226776 -0.96554855863388 -0.946511286789617 0.638062146202186 -0.0760864392923497 0.0434515835546448 0.716754049355191 -0.0438643495928962 0.0290710029535519 -0.00999754719540984 0.453031876420765 -0.888462423715847 -0.601254569972678 -0.973465603114754 -0.968527529562841 -0.950785405680328 -0.639714891885246 -0.741006530906011 -0.867700782368853 -0.529793862571038 0.56498902773224 -0.599434276407104 0.633190260907104 -0.397190579126667 0.37530805228418 -0.393255734572678 0.427530762010929 -0.447830254999727 0.477671981757924 -0.507001433002907 0.533100758781694 -0.0679394691822404 0.100287450274863 0.00801187159016393 0.0775488885374317
17 NA -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.567005319464348 -0.660582755619022 -0.62794980569837 -0.574807289691576 -0.659097143265761 -0.491095441871196 -0.328968667522554 -0.612906204513587 0.536656170160598 0.450102076371739 0.641107702413043 -0.574963565862228 -0.813313903016304 -0.920169940461957 -0.883472236521739 -0.669902119704076 -0.670740139331522 -0.666811847107609 -0.182809507179348 -0.208921955205978 -0.213144860803791 -0.128320911767391 0.08939064658625 0.011922263856413 0.0460453425089674 -0.0313800854375 0.0221974010282609 0.159454941097554 -0.130943474839247 -0.0447906331875 0.0402225858441576 0.0612914316724457 -0.150904772696033 -0.00792122410461957 -0.143478936509239 0.105299553383424 0.69893741138587 -0.013734698125 -0.0177042428953804 -0.971771652907609 -0.958810046467391 -0.949039213831522 -0.972215230108696 -0.959447081222826 -0.950153031793478 0.635573634130435 -0.0292520626766304 -0.0143429045972826 0.714884300081522 0.000285122438858697 -0.02744015761875 0.0373731381935326 0.443468611304348 -0.757296423304348 -0.711574468695652 -0.973614648559783 -0.962222359456522 -0.953857115625 -0.605569071498641 -0.85622333394837 -0.844596239977174 -0.494560477217391 0.526045912144022 -0.556886244044837 0.587149673455707 -0.3695410978 0.339874858433967 -0.351487183713587 0.380348274296467 -0.463406753796739 0.484296949307065 -0.504744211056522 0.52207237879212 0.431526251538043 0.189018337227038 0.0849058467274457 0.0814060565059783
18 NA -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.627117507326923 -0.701596039615385 -0.721061079148352 -0.631131559879121 -0.704938687887363 -0.529364694091126 -0.37984550267033 -0.643620016318681 0.617816484065934 0.482745655942308 0.649558234532967 -0.658284761813187 -0.900988244862637 -0.945209675164835 -0.915424795961538 -0.781227643434066 -0.712455154697802 -0.728628399373626 -0.206287057792473 -0.165304166396703 -0.210904190587912 -0.115924158728571 0.0952421803809615 0.0385137969607143 0.0588047100633462 -0.034283383974533 0.0351668154134341 0.147881672156126 -0.00708539563098901 0.00369217974090659 0.0315753396863187 0.0399008538050549 -0.113544260114835 -0.197151763525 -0.199961004163297 0.126973451613294 0.716863248351648 -0.01578199625 0.0899901746593407 -0.980138675796703 -0.969542030412088 -0.959434177692308 -0.980647803681319 -0.970009248983516 -0.960386181208791 0.65023088532967 -0.0342032985082418 0.0904497672087912 0.734785191401099 0.00178247909340659 0.0829826092307692 0.0118104727743654 0.481117499587912 -0.714101820659341 -0.797089505741758 -0.982128838434066 -0.971482293681319 -0.963166645824176 -0.704778137507692 -0.940140565285714 -0.674487063202747 -0.469486007337912 0.506960308423077 -0.543685442315934 0.579710603708791 -0.357149352981209 0.337856528190989 -0.361228977449176 0.401874288655769 -0.448741422984615 0.465788791548626 -0.482160175939011 0.495229825681511 0.238726928744505 -0.0489552451304945 0.0862184266447802 0.077480921531044
19 NA -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 -0.649184726556944 -0.593921961070556 -0.508237269269444 -0.659923300610833 -0.463797416769444 -0.291912033686667 -0.582338625538889 0.486246951216667 0.417235804930556 0.579746300034722 -0.538115291904722 -0.744766068483333 -0.880265725583333 -0.852924589855556 -0.624392172340556 -0.599054721035833 -0.688503434637833 -0.118431005405278 -0.211392880520556 -0.233939375780278 -0.0862614937119444 0.078961021856 -0.0202084724265556 0.0828406705547222 0.0235530553506111 0.0110085851516667 0.149724511478333 0.0127338784252833 0.134598934096056 -0.0156512516767222 0.0445539317831389 -0.0858873030047222 -0.202895101477339 -0.276953537871944 0.152493066087278 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 -0.94180028475 -0.959132665444444 -0.959985731555556 -0.942759229277778 0.418426736444444 0.0790814091388889 0.236810830258333 0.491945721027778 0.109891411583333 0.222078079401667 0.172325807166111 0.236196618222222 -0.62036219381225 -0.644173314487769 -0.961686635194444 -0.962467922944444 -0.946086070694444 -0.635822119860556 -0.857572181008611 -0.711682979729722 -0.520436476497222 0.557849580436111 -0.594788141769444 0.631318886344444 -0.288283166019833 0.272720279221111 -0.305105503471944 0.356865983329167 -0.363620706405056 0.390157091055778 -0.416228106937222 0.439291095759806 0.143623936845278 -0.133238462885389 0.175558561323889 0.0774171147766389
20 NA -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.369336706508757 -0.634787346548023 -0.629864434955085 -0.37968974510678 -0.640832966078531 -0.469480156336723 -0.267492126262147 -0.550931965925593 0.491498650491836 0.306501626497175 0.621166267652542 -0.517952951845198 -0.819274287457627 -0.831435731384181 -0.87453697940678 -0.680399886714972 -0.528746114141525 -0.674629680892938 -0.118262311734096 -0.0815963806985876 -0.14017563070339 -0.148791080339915 0.124690480762288 0.00125153476975989 0.0828827947635593 -0.0771150946836158 0.0459502119698588 0.168113624990271 -1.96150252824861e-05 -0.0204539997478814 0.0500716305958475 0.0746318347537006 -0.0977093177017514 -0.0434095073931638 -0.249381223653192 0.13258042364339 0.628040637177966 -0.0373059475847458 0.10723075947935 -0.958201862627119 -0.952506793418079 -0.940981537502825 -0.958907815 -0.953302069971751 -0.941988858293785 0.571094485949153 -0.0506897377062147 0.111377172763065 0.641879078474576 -0.0251949779799435 0.095488126194661 -0.0168816127463842 0.390892438785311 -0.553736857344633 -0.867885274350283 -0.961162576158192 -0.957071766892655 -0.945364262937853 -0.576779022323446 -0.923227050757062 -0.573418738337924 -0.506647050587006 0.54797758784435 -0.588956035765537 0.629638994889266 -0.387464933959605 0.389137495788418 -0.432808925988418 0.492667701659604 -0.402337187957627 0.43596071578548 -0.469242109254463 0.499523784784463 0.295888608200565 -0.0475138595480226 0.115832283090424 0.079818125480791
21 NA -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 -0.669621813176471 -0.688824771703431 -0.573810908081191 -0.673969367927696 -0.562679804579412 -0.3540560261675 -0.619413648840686 0.590672618168137 0.426244524761275 0.615353931893627 -0.61590924892598 -0.849603949561274 -0.907081647156863 -0.880014883970588 -0.73264352098799 -0.672200450377328 -0.70428858005098 -0.134754615625 -0.193243864970588 -0.168657730206618 -0.0727951304748529 0.0769645824274485 -0.0542999964705882 0.130443454365392 0.00313628200143627 0.00718700459414216 0.151737957232132 -0.0100225135577941 0.0151332723045833 0.0161446412553922 0.062408739431348 -0.0799380376768627 0.00826093900019608 -0.258110348447868 0.115715630752696 0.645775957808824 -0.0750963071446078 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.953093993308823 -0.966131985 -0.970281532181373 -0.954039213333333 0.585581654703431 -0.0912446817480637 0.033152347754902 0.661294669107843 -0.0568279817041667 0.0222958683970588 0.260186060147059 0.330873193529412 -0.690342239142157 -0.65454402747549 -0.968150389411765 -0.973236569093137 -0.95712247502451 -0.508692787110294 -0.914518175754902 -0.867616568666667 -0.52038082747451 0.552353399220588 -0.583906324179314 0.615115697695588 -0.33164770202375 0.309178796026814 -0.331053973247304 0.371071212617647 -0.417770680085 0.449108820742402 -0.479905373213726 0.507481648884314 0.462162257516544 0.0502272145612745 -0.043004634573652 0.0822207874776961
22 NA -0.0168273604077383 -0.108670376782866 -0.546089975548692 -0.491188426241526 -0.65508967878972 -0.554144731795016 -0.516862972956067 -0.661986540025234 -0.465111062436885 -0.312729097406231 -0.559728339976324 0.477424085790031 0.34177103123676 0.629484973775701 -0.518734043597819 -0.74744786278162 -0.888443496853583 -0.882518094299065 -0.57714800958972 -0.639577468727103 -0.695145979420561 -0.0562670266785047 -0.132079628174704 -0.197419688853551 -0.0578752380540498 0.0711142027917445 -0.116352922501246 0.223014664517757 -0.00660331979626168 0.0262736805868847 0.0840942628682243 0.103033310148754 0.0769299830087227 -0.011500633244486 0.0180548730102804 0.00402084804953271 -0.172101730208723 -0.221696875534891 0.185246219220156 0.609390874922118 0.0315098683115265 0.23588786398215 -0.95850446411215 -0.957323093436449 -0.939081026109034 -0.959137860093458 -0.95807270735514 -0.93968810165109 0.551957049376947 0.0149620347850467 0.238436377758543 0.623327468286604 0.0440702293426791 0.223068864961059 -0.00837088736915888 0.367793483489097 -0.717803143464175 -0.683931123383178 -0.960821455514019 -0.960616846542056 -0.942309670062305 -0.62389541462866 -0.832329407274143 -0.593915960438006 -0.556531534756075 0.593757715049221 -0.630519890919003 0.666885184257944 -0.387174926703738 0.379705184138941 -0.413493608184112 0.463449715331776 -0.461987755064486 0.493663690197508 -0.524952468616822 0.553110252056075 0.140743353120872 -0.197711806732087 0.200721203545981 0.0791031130417757
23 NA -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 -0.450557203409946 -0.653234529713441 -0.563066352054301 -0.464787835675269 -0.466546913547849 -0.310781984802419 -0.459694099625269 0.475437428106882 0.369647445706613 0.453618114035215 -0.531879502651011 -0.840279555026882 -0.909709103306452 -0.722226114682796 -0.711366844793011 -0.682223793539785 -0.534721541556129 -0.0394406543612903 -0.203009979691398 -0.082560267258871 -0.0726039395311828 0.0852136476405914 -0.0193205348468548 0.0578327386988979 0.0167049277236559 0.00596626918367204 0.132517881933306 -0.0151796125742473 0.0149676674032258 0.0641585162790323 0.026462843390914 -0.107283854325081 -0.0478296230441667 -0.241866655147312 0.204291205108333 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.934236146612903 -0.965489280107527 -0.961543252096774 -0.93587594016129 0.602954504733871 -0.000847494887096775 0.058098010141129 0.67692010389785 0.0294390171125376 0.0381454128502688 -0.127151263612473 0.434036829193548 -0.888487695430108 -0.591145533306452 -0.968001125053763 -0.965302909543011 -0.941745976478495 -0.563931936635215 -0.865282467150538 -0.890099614126344 -0.480463933536828 0.515436079505376 -0.549589952341398 0.582979808502688 -0.345223216646694 0.317955014538172 -0.333617067229599 0.366965231261075 -0.361388373108091 0.397227511115591 -0.432489713101075 0.46456196224543 0.243239694120376 0.0471299129994624 0.159071830793521 0.0778588215843817
24 NA -0.0176822460103885 -0.107914503687664 -0.675459176298425 -0.582490655185302 -0.636497458900262 -0.696740172598425 -0.604195294863517 -0.647960180979003 -0.540884458170079 -0.356933261887664 -0.570815375942257 0.600295213149606 0.421266969699528 0.584103490099737 -0.620085552028032 -0.882689745144357 -0.930897979947507 -0.880900483622047 -0.754116530997375 -0.718872099396325 -0.68574516287664 -0.114923738171916 -0.121335075597113 -0.117546581632546 -0.122615844007874 0.0964947440125984 -0.0173852402417323 0.104583255797323 -0.0439590945064331 0.0265778708632283 0.195614023320341 -0.0880287158243307 -0.0334577985023622 0.0867766136036745 0.0366051688580053 -0.146006860231759 -0.106098769647297 -0.303414071014698 0.084690275920105 0.69498126808399 0.0729509702152231 0.0623227714146982 -0.975329699658793 -0.96089816664042 -0.955724566194226 -0.975985638818898 -0.961706164540682 -0.956950762099738 0.631059017821522 0.055384900832021 0.0629293277428609 0.712440644829396 0.0871546574435696 0.0532392147133333 -0.151951569514173 0.496511302965879 -0.747064674034121 -0.78751630124147 -0.977483860787402 -0.96422208167979 -0.960764367165354 -0.746204942353281 -0.901573568461942 -0.838932172782152 -0.487327417184777 0.520356899081365 -0.552574858716535 0.584042123375197 -0.366971866758819 0.342323125913911 -0.359548925086614 0.394106962227297 -0.346456430429449 0.371044043713386 -0.394947134897113 0.41565941290811 0.264843823592388 -0.174122236265092 -0.0682256632774278 0.0784735003467192
25 WALKING 0.53581987 -0.75752588 -0.934471 0.49344599 -0.53657977 -0.94225336 0.61761469 -0.48598874 -0.63932141 0.64361795 -0.91680738 1 0.67812955 0.38936725 0.28738719 -0.89251706 -0.020558453 -0.27866746 -0.95603577 0.70132596 -0.38122934 0.76642749 0.93830851 -1 -0.59779425 0.43914755 -0.21994205 0.036093092 -0.77220781 0.66627534 -0.45945998 0.32062601 -0.34811871 0.19293553 -0.11089061 -0.029760144 -0.11280342 -0.23942687 -0.64354325 -0.80837193 0.58161292 0.71165689 -0.3691157 0.73429269 0.12903332 -0.36786516 0.72589092 0.15372512 -0.61914983 0.89940536 0.90178746 -0.93282611 -0.055757395 0.43083237 0.39886484 -0.87982022 -0.098811661 0.042323204 -0.3490838 0.68174356 0.22372758 -1 0.88611708 0.96906066 -0.8930733 0.8941125 -0.89484523 0.89546067 -0.95400112 0.95076379 -0.95053206 0.95164211 -0.92660636 0.92426224 -0.92135123 0.91457532 0.94548209 -0.99769012 -0.93839559 0.05346247
25 NA -0.0206828192033824 -0.108041048507353 -0.715729717786765 -0.53393296458701 -0.647366433095588 -0.735605356512255 -0.542890370546569 -0.633920713311275 -0.606560281178186 -0.324444212371078 -0.585862695436765 0.601456217740196 0.426487854571569 0.666061685637255 -0.587923637054657 -0.916757777916667 -0.899703859887255 -0.870647453953431 -0.773148374995098 -0.650842787205882 -0.621272340647059 -0.0593532848779412 -0.086526147495098 -0.170051390935294 -0.181577088270245 0.135195327789387 -0.0502213708906618 0.127815639908824 -0.122505106423137 0.0398766983055637 0.212846390745123 -0.0658844879732108 -0.110013547214216 0.0673905826239216 0.0588685402020833 -0.13146279883098 -0.0863022308348039 -0.186700777550637 -0.0216959067947304 0.676015932303922 0.0458502094754902 0.238068122182672 -0.951440869264706 -0.905097058857843 -0.883157123968137 -0.952606535196078 -0.907426755821078 -0.885591509781863 0.620854363657108 0.0457965840857843 0.254777203629828 0.685357681039216 0.0425824056801471 0.210766063469745 -0.145020676567574 0.483408088063725 -0.74347426504902 -0.784136906110294 -0.956064136259804 -0.914810123416667 -0.894150998539216 -0.666213858792892 -0.804144273960784 -0.321926265519363 -0.596161394039216 0.623552854539706 -0.650555141198529 0.677263655196078 -0.476933900008824 0.461867305955882 -0.481677300030882 0.515657530578186 -0.535841095789216 0.548877341767157 -0.561249135264706 0.570218593068627 0.215803459625245 -0.524926610019853 0.000786615462745098 0.0818351149764951
26 NA -0.0161687277463495 -0.107637894928571 -0.623101031168367 -0.585967142418112 -0.70498062744898 -0.654028546174235 -0.600976092317092 -0.707916570484694 -0.473772628579592 -0.336719160653827 -0.596438106360459 0.541388842519388 0.433139542385204 0.663426265612245 -0.611437598359439 -0.826882133234694 -0.92565104497449 -0.91269353497449 -0.725835064103954 -0.699060863984694 -0.729485640637755 -0.145268089584184 -0.224598638630102 -0.224778347609694 -0.0870625589897467 0.054306494147449 0.0178192958752551 0.088473908176352 0.0299434493604592 -0.0165682680325536 0.190800746200842 -0.0269522684604592 0.0525649009362245 0.042306421517551 0.0414464903079082 -0.0928153955797117 -0.222318240919592 -0.102159288289541 0.154561322995663 0.615123534668367 0.10870478277551 0.234107010472449 -0.96781789994898 -0.959713562227041 -0.955643363545918 -0.969098804693878 -0.960638215423469 -0.956723223596939 0.555454289234694 0.090422010255102 0.233369408116684 0.632244223443878 0.121760335746888 0.224758547407379 -0.156243627512755 0.442228849897959 -0.68111755622449 -0.798562210535714 -0.972617693903061 -0.963612910954082 -0.960383860178571 -0.858032602252551 -0.911191457382653 -0.515741161197959 -0.518582934469898 0.55131487003699 -0.583191855431122 0.614276221234694 -0.336533009596684 0.318382546187398 -0.344498480096684 0.388537224290816 -0.330638910191454 0.362983127335051 -0.394777627466327 0.423505354778316 -0.0239955786142857 -0.199947714938648 0.229759376393367 0.0808743261341837
27 NA -0.0167969215592152 -0.110848300413564 -0.660976085218085 -0.630460488658511 -0.68321532587766 -0.680741402410904 -0.636006561923702 -0.684283187726862 -0.51991012089109 -0.364134178098936 -0.630600246888298 0.59355419313484 0.471490612928191 0.6259523215325 -0.63196587197609 -0.852123322577128 -0.939170392446809 -0.895213520611702 -0.7219792355875 -0.714602208393617 -0.706267039655319 -0.183444709376596 -0.247560552707447 -0.194224097832447 -0.061445912002633 0.0770951010126702 -0.0270966772791489 0.184145278593351 0.0477651691537234 0.00777400567818617 0.146604362804072 -0.011052499000266 0.0784325730303191 0.0118459533414096 0.0410821088692287 -0.0347064481769947 -0.173875251923138 -0.22906639974617 0.210613966874601 0.627230079867021 0.032242387143617 0.14116869604876 -0.974620173404255 -0.972505174787234 -0.959200394414894 -0.975239206143617 -0.973279885 -0.959790530425532 0.563817813590425 0.0121125224547872 0.140384317364734 0.64591834856383 0.0496806550053192 0.13342810678484 -0.0866427569832447 0.422733475079787 -0.80617265837766 -0.641435777393617 -0.97709052106383 -0.975822306090426 -0.962165591994681 -0.790928166390957 -0.920042772635638 -0.842987072205851 -0.465144605258777 0.504870733537234 -0.543959703832447 0.582458897278457 -0.253244721822979 0.223808618137234 -0.243455118832553 0.283254522459043 -0.368103655683777 0.405111841492287 -0.441659570723138 0.475123252208511 0.149634829327128 -0.0514665758880319 0.203353660412234 0.0768320396617021
